Accession,T37.0,T41.0,T44.0,T47.0,T50.0,T53.0,T56.0,T59.0,T63.0,T67.0,RSD
PPIL1,0.9999,1.0488,0.861,0.3682,0.1238,0.0792,0.0386,0.0195,0.0221,0.0098,0.0
PPIL2,0.9999,0.8935,0.7998,0.4679,0.1348,0.0742,0.0702,0.048,0.0259,0.0171,0.0
PPIL3,0.9999,0.9483,0.8235,0.5529,0.4291,0.2351,0.2143,0.1349,0.0663,0.0354,0.0
PPIL4,0.9999,1.0555,0.9763,0.695,0.2677,0.1252,0.0811,0.0636,0.0385,0.0237,0.0
PPIP5K1,0.9999,0.9702,0.9838,0.8313,0.7168,0.3738,0.0781,0.0549,0.0483,0.0206,0.0
PPIP5K2,0.9999,1.0562,1.0226,0.9726,0.8852,0.6789,0.3669,0.0599,0.0401,0.0156,0.0
PPM1A,0.9999,0.9866,1.0059,0.9686,0.6744,0.2344,0.0974,0.0814,0.0609,0.0455,0.0
PPM1B,0.9999,1.004,0.9849,0.9843,0.7896,0.2484,0.0642,0.0497,0.0471,0.0311,0.0
PPM1F,0.9999,1.0482,1.0065,0.9223,0.6457,0.2428,0.1087,0.0915,0.0706,0.0386,0.0
PPM1G,0.9999,0.9811,0.9311,0.524,0.1036,0.0723,0.0499,0.0379,0.0248,0.0162,0.0
PPM1H,0.9999,0.927,0.9514,0.9659,0.8877,0.6031,0.4288,0.2983,0.0898,0.011,0.0
PPME1,0.9999,0.9982,1.0441,1.0455,0.9331,0.5462,0.0614,0.0253,0.016,0.01,0.0
PPOX,0.9999,1.0803,1.1285,0.963,0.8346,0.299,0.0956,0.0959,0.0776,0.0626,0.0
PPP1CA,0.9999,0.9945,0.9914,0.9722,0.8219,0.6287,0.3958,0.2195,0.1016,0.0752,0.0
PPP1CB,0.9999,0.9741,1.045,0.987,0.7868,0.4663,0.2565,0.1443,0.0505,0.0254,0.0
PPP1CC,0.9999,1.1923,1.1271,1.0597,0.9753,0.6792,0.3577,0.1759,0.053,0.0138,0.0
PPP1R10,0.9999,0.9735,0.7583,0.3237,0.2663,0.2319,0.1688,0.133,0.0676,0.0567,0.0
PPP1R12A,0.9999,1.1211,1.0135,0.8715,0.3161,0.0948,0.0607,0.0477,0.0323,0.0194,0.0
PPP1R12C,0.9999,1.1109,0.9,0.6903,0.4789,0.2286,0.1362,0.0955,0.0547,0.026,0.0
PPP1R13L,0.9999,0.9569,0.8303,0.5823,0.3839,0.1169,0.0984,0.0,0.0104,0.0071,0.0
PPP1R18,0.9999,1.0072,0.8615,0.682,0.5112,0.2017,0.1146,0.0609,0.0363,0.0182,0.0
PPP1R2|PPP1R2P3,0.9999,0.9972,0.9332,0.8814,0.8167,0.7002,0.5088,0.4624,0.3699,0.2072,0.0
PPP1R21,0.9999,1.3302,0.9913,0.7663,0.1059,0.0534,0.0306,0.029,0.0203,0.0119,0.0
PPP1R35,0.9999,0.9296,0.8826,0.7385,0.663,0.4366,0.3171,0.2905,0.1991,0.1645,0.0
PPP1R7,0.9999,0.987,0.9908,1.0559,0.866,0.5259,0.2629,0.0761,0.0481,0.02,0.0
PPP1R8,0.9999,0.9834,1.0785,1.007,0.6882,0.2473,0.0707,0.0559,0.048,0.024,0.0
PPP2CA,0.9999,1.0635,1.0787,1.0261,0.9236,0.8638,0.4613,0.2773,0.1395,0.0167,0.0
PPP2R1A,0.9999,0.9617,0.9827,1.0713,1.0179,0.679,0.1457,0.0545,0.0319,0.0149,0.0
PPP2R1B,0.9999,0.8416,0.6954,0.4612,0.0967,0.0594,0.0572,0.0452,0.0252,0.0213,0.0
PPP2R2A,0.9999,0.972,1.0333,1.0947,1.0712,0.8122,0.3567,0.1487,0.0608,0.0217,0.0
PPP2R2D,0.9999,0.9238,0.9377,1.019,0.9294,0.6686,0.0705,0.0312,0.0137,0.0157,0.0
PPP2R3B,0.9999,0.9469,0.6732,0.4616,0.2705,0.1513,0.1219,0.0916,0.0441,0.0201,0.0
PPP2R4,0.9999,0.9839,1.02,1.0875,0.9584,0.8034,0.4342,0.0656,0.039,0.0185,0.0
PPP2R5A,0.9999,0.9988,0.9641,0.8988,0.3536,0.1287,0.0954,0.0846,0.0476,0.0202,0.0
PPP2R5B,0.9999,0.9169,0.8785,0.5953,0.2713,0.1059,0.0657,0.0637,0.0272,0.0191,0.0
PPP2R5C,0.9999,0.9568,0.9957,0.8342,0.4969,0.1732,0.0597,0.0396,0.0148,0.0141,0.0
PPP2R5D,0.9999,0.9293,0.8712,0.5854,0.152,0.0939,0.0702,0.0527,0.0277,0.0126,0.0
PPP2R5E,0.9999,0.9541,0.9352,0.8636,0.395,0.1097,0.063,0.0535,0.0368,0.02,0.0
PPP3CB,0.9999,0.9641,0.9884,1.0166,0.8036,0.3243,0.0837,0.0639,0.0329,0.0227,0.0
PPP3R1|WDR92,0.9999,0.9543,0.9667,0.8568,0.79,0.3176,0.3543,0.1625,0.0893,0.1368,0.0
PPP4C,0.9999,0.9812,0.971,1.0461,0.8687,0.6437,0.5417,0.3335,0.1465,0.0692,0.0
PPP4R1,0.9999,0.9909,1.02,0.8849,0.5532,0.2456,0.1246,0.0752,0.0491,0.0368,0.0
PPP4R2,0.9999,1.1768,0.9527,0.9176,0.6306,0.3173,0.1597,0.1026,0.0781,0.0507,0.0
PPP5C,0.9999,1.0492,1.0193,0.9795,0.6308,0.2862,0.0571,0.0379,0.0274,0.0169,0.0
PPP6C,0.9999,1.0707,0.9402,0.9403,0.8361,0.7635,0.5823,0.4508,0.2142,0.0909,0.0
PPP6R1,0.9999,0.8889,0.8745,0.7681,0.7355,0.4255,0.1458,0.0919,0.0468,0.0246,0.0
PPP6R2,0.9999,0.9481,0.9002,0.8561,0.9208,0.6722,0.3725,0.1301,0.0767,0.0366,0.0
PPP6R3,0.9999,1.1203,1.0619,1.0119,0.977,0.882,0.509,0.1703,0.0633,0.0221,0.0
PPT1,0.9999,1.1247,1.0435,1.1321,1.0698,0.8498,0.5685,0.1386,0.0618,0.045,0.0
PPWD1,0.9999,0.9879,0.8713,0.7449,0.2931,0.0766,0.0528,0.0402,0.0293,0.0181,0.0
PQBP1,0.9999,0.5738,1.0886,0.8033,1.5584,1.2328,0.9607,0.7925,0.7273,0.6589,0.0
PRAME,0.9999,0.9137,0.5012,0.3582,0.2637,0.1505,0.0697,0.0557,0.0407,0.0124,0.0
PRCC,0.9999,1.002,1.0687,1.1096,1.1336,0.7875,0.7351,0.5754,0.3186,0.3734,0.0
PRCP,0.9999,0.9487,1.0041,1.1082,1.0682,0.8702,0.986,0.7625,0.3281,0.0766,0.0
PRDX1,0.9999,1.0343,1.0092,1.0363,0.9147,0.6528,0.2839,0.1067,0.0497,0.0307,0.0
PRDX2,0.9999,1.0244,1.0071,1.1101,1.0711,0.8674,0.5541,0.2126,0.0456,0.0323,0.0
PRDX3,0.9999,1.1257,1.2073,1.3951,1.7608,1.4482,1.6858,1.3882,0.0556,0.0275,0.0
PRDX4,0.9999,1.7347,0.8308,0.9991,1.1484,1.0357,1.4437,1.2995,1.3866,1.2864,0.0
PRDX5,0.9999,1.0522,1.0538,1.1001,1.1234,0.9446,0.8265,0.6729,0.1573,0.0471,0.0
PRDX6,0.9999,0.9874,1.023,1.0409,0.9459,0.8374,0.4586,0.0907,0.0326,0.018,0.0
PREP,0.9999,0.9499,0.8834,0.4152,0.122,0.0881,0.0598,0.0421,0.0222,0.0146,0.0
PREPL,0.9999,0.9736,0.9134,0.881,0.6375,0.3974,0.089,0.0349,0.0268,0.0159,0.0
PRIM1,0.9999,0.8411,0.52,0.3052,0.0465,0.0614,0.1014,0.121,0.0894,0.06,0.0
PRIM2,0.9999,0.9269,0.7735,0.4835,0.1021,0.0514,0.029,0.0271,0.0145,0.0051,0.0
PRIMPOL,0.9999,0.9389,0.7105,0.4152,0.227,0.1442,0.0888,0.0651,0.0329,0.0191,0.0
PRKAA1,0.9999,0.993,0.9163,0.8017,0.5508,0.2834,0.0953,0.0496,0.0334,0.0246,0.0
PRKACA,0.9999,0.9859,0.9294,0.8397,0.7074,0.4749,0.1247,0.0468,0.0352,0.0176,0.0
PRKAG1,0.9999,0.9739,0.8985,0.7697,0.4786,0.2747,0.1161,0.0665,0.0415,0.0162,0.0
PRKAR1A,0.9999,1.0247,1.0535,0.8799,0.4419,0.2697,0.0972,0.0711,0.0445,0.0237,0.0
PRKAR2A,0.9999,1.0199,0.9754,0.7952,0.6152,0.455,0.137,0.0519,0.0414,0.0179,0.0
PRKAR2B,0.9999,0.9435,0.8232,0.679,0.5299,0.2353,0.1499,0.1643,0.0799,0.068,0.0
PRKCA,0.9999,1.0423,1.0225,1.0396,0.3322,0.0596,0.0427,0.0392,0.0154,0.0139,0.0
PRKCB,0.9999,0.9876,0.9724,0.8817,0.362,0.0678,0.0346,0.0272,0.0178,0.0136,0.0
PRKCD,0.9999,1.022,1.0013,0.9695,0.6618,0.3672,0.0661,0.048,0.0358,0.0236,0.0
PRKCI,0.9999,0.9719,0.945,0.8949,0.5694,0.2565,0.0906,0.0485,0.0295,0.0172,0.0
PRKCQ,0.9999,1.0016,0.8692,0.7956,0.4388,0.1571,0.0781,0.0708,0.0544,0.0439,0.0
PRKCSH,0.9999,1.0209,0.9392,0.8439,0.6628,0.4813,0.2965,0.266,0.2642,0.258,0.0
PRKD2,0.9999,0.8544,0.6751,0.3355,0.1045,0.143,0.0903,0.0905,0.044,0.0331,0.0
PRKDC,0.9999,1.0911,0.9741,1.4468,1.0414,0.1722,0.0918,0.075,0.0537,0.0341,0.0
PRKRIR,0.9999,0.8117,0.5812,0.533,0.2146,0.0383,0.0444,0.0123,0.0309,0.0067,0.0
PRMT1,0.9999,0.9341,0.9579,1.0049,0.9135,0.4505,0.0562,0.043,0.0192,0.0081,0.0
PRMT3,0.9999,0.9465,0.9062,0.798,0.3941,0.094,0.0571,0.0524,0.0261,0.0172,0.0
PRMT5,0.9999,0.9116,0.9253,1.0001,1.1354,0.8474,0.4359,0.0524,0.0339,0.0138,0.0
PRMT7,0.9999,0.9979,0.8956,0.613,0.2325,0.1426,0.1425,0.116,0.0745,0.0488,0.0
PRMT9,0.9999,0.9797,0.9951,0.8973,0.5698,0.1607,0.0482,0.0341,0.0349,0.0198,0.0
PROS1,0.9999,0.9603,0.9388,0.9198,0.9397,0.7378,0.4831,0.369,0.3136,0.1985,0.0
PROSC,0.9999,1.0009,0.9412,0.6225,0.2162,0.1396,0.0974,0.0604,0.0461,0.0207,0.0
PRPF19,0.9999,0.9338,0.9225,1.3853,1.6389,1.3728,1.1101,0.5395,0.0787,0.0454,0.0
PRPF3,0.9999,1.1323,1.9488,2.4096,0.5402,0.2248,0.1113,0.0988,0.0596,0.0389,0.0
PRPF31,0.9999,0.9423,0.8868,0.5226,0.0801,0.0574,0.0383,0.0294,0.0263,0.0133,0.0
PRPF39,0.9999,0.9136,0.7331,0.2906,0.1862,0.1164,0.088,0.0773,0.0572,0.0208,0.0
PRPF4,0.9999,1.0948,1.6643,2.2548,0.986,0.3783,0.1186,0.0802,0.0601,0.0416,0.0
PRPF40A,0.9999,0.7634,0.4463,0.0729,0.0245,0.0035,0.0044,0.0054,0.0072,0.0052,0.0
PRPF6,0.9999,0.6402,0.245,0.122,0.1287,0.0947,0.0894,0.0675,0.0235,0.0123,0.0
PRPF8,0.9999,0.9272,0.7867,0.7502,0.4452,0.1451,0.0768,0.0708,0.0586,0.0313,0.0
PRPS1,0.9999,1.0465,0.8663,0.8768,1.0562,0.7663,1.0325,0.8173,0.3277,0.0849,0.0
PRPS2,0.9999,0.9119,0.8423,1.0469,1.2346,0.8947,1.0287,0.5991,0.1405,0.0434,0.0
PRPSAP2,0.9999,0.9537,0.8163,0.8645,1.0068,0.7782,0.9507,0.7479,0.2788,0.0576,0.0
PRRC1,0.9999,1.0914,1.1147,0.9785,0.8136,0.7416,0.4672,0.4424,0.5434,0.2901,0.0
PRRC2A,0.9999,1.0562,1.323,1.4088,1.2573,0.6543,0.4706,0.3837,0.2437,0.4443,0.0
PRRC2C,0.9999,1.0146,1.1849,1.1682,1.1165,0.8417,0.6796,0.5651,0.4014,0.4509,0.0
PRTFDC1,0.9999,0.9234,0.9743,0.9665,0.8809,0.8239,0.7234,0.6281,0.5715,0.5078,0.0
PRUNE,0.9999,1.0139,0.9391,0.8122,0.3806,0.1077,0.1125,0.0795,0.06,0.0134,0.0
PSAP,0.9999,1.0558,0.9326,1.0429,1.1561,0.8295,0.9065,0.7916,0.4507,0.4928,0.0
PSAT1,0.9999,1.0952,1.0581,1.1207,0.9763,0.9219,0.6945,0.4141,0.1198,0.0209,0.0
PSD4,0.9999,1.3231,0.8673,0.4067,0.3015,0.2848,0.0857,0.0657,0.1716,0.0308,0.0
PSIP1,0.9999,0.975,1.0152,0.8293,0.5623,0.3607,0.1723,0.1048,0.0858,0.0767,0.0
PSMA1,0.9999,0.9402,0.95,0.8713,0.8709,0.6522,0.762,0.7005,0.5621,0.5139,0.0
PSMA2,0.9999,1.1961,0.8609,0.899,1.0925,0.6815,1.1205,1.0633,0.5251,0.7458,0.0
PSMA3,0.9999,1.0485,1.0329,0.9433,0.8959,0.7722,0.8642,0.8187,0.8359,0.6317,0.0
PSMA4,0.9999,0.9433,0.9457,0.8941,0.9054,0.7035,0.847,0.7544,0.6725,0.5983,0.0
PSMA5,0.9999,0.9632,0.8752,0.8322,0.763,0.5145,0.6068,0.5805,0.3711,0.4052,0.0
PSMA6,0.9999,0.9233,0.9285,0.8907,0.9156,0.6664,0.8359,0.7411,0.561,0.6121,0.0
PSMA7,0.9999,0.9912,0.9276,0.7962,0.7509,0.5903,0.5421,0.5087,0.483,0.407,0.0
PSMB1,0.9999,0.6561,0.6608,0.6614,0.87,0.5056,0.7425,0.7291,0.3807,0.5879,0.0
PSMB10,0.9999,0.8517,0.8217,0.7075,0.5859,0.2332,0.0587,0.0349,0.0383,0.0087,0.0
PSMB2,0.9999,0.8576,0.8632,0.9661,1.0983,0.713,1.2247,1.1447,0.457,0.7709,0.0
PSMB3,0.9999,1.0825,0.9097,0.8504,0.8285,0.6151,0.6331,0.5479,0.4545,0.4454,0.0
PSMB4,0.9999,1.0102,1.0059,0.9358,0.9004,0.7945,0.7371,0.5906,0.8563,0.4824,0.0
PSMB5,0.9999,0.9469,0.9643,0.8605,0.8988,0.6716,0.8285,0.7338,0.5249,0.5334,0.0
PSMB6,0.9999,0.9406,0.9217,0.9661,1.0152,0.6509,0.9618,0.9564,0.4945,0.6699,0.0
PSMB7,0.9999,1.0246,1.0287,0.9519,0.8846,0.7863,0.7566,0.6315,0.8371,0.5086,0.0
PSMB8,0.9999,0.9332,0.8982,0.8683,0.7451,0.5336,0.5295,0.4498,0.2861,0.2877,0.0
PSMB9,0.9999,1.0412,1.0062,0.9359,0.7648,0.8249,0.3387,0.2426,0.319,0.1021,0.0
PSMC1,0.9999,0.8954,0.9265,0.892,0.9085,0.4693,0.4361,0.0857,0.0508,0.0227,0.0
PSMC2,0.9999,0.9168,0.9187,0.8801,0.8737,0.5186,0.4561,0.1166,0.0532,0.0285,0.0
PSMC3,0.9999,0.9762,0.9982,0.934,0.9415,0.5648,0.3814,0.1037,0.0496,0.0296,0.0
PSMC4,0.9999,0.9173,0.9002,0.7711,0.8119,0.4619,0.3577,0.0997,0.0534,0.0207,0.0
PSMC5,0.9999,0.8937,0.8829,0.8726,0.8868,0.5192,0.4383,0.0838,0.0377,0.0166,0.0
PSMC6,0.9999,0.9417,0.9465,0.8596,0.8076,0.4887,0.3483,0.1177,0.0638,0.0423,0.0
PSMD1,0.9999,0.9203,0.9531,0.8933,0.9793,0.5501,0.4248,0.081,0.0448,0.0255,0.0
PSMD10,0.9999,0.9482,0.8567,0.795,0.4337,0.1909,0.0732,0.0671,0.0355,0.0193,0.0
PSMD11,0.9999,0.8245,0.8467,0.7324,0.5295,0.2731,0.203,0.039,0.0221,0.0114,0.0
PSMD12,0.9999,0.9465,0.9917,0.8731,0.57,0.3197,0.2228,0.0357,0.0207,0.0112,0.0
PSMD13,0.9999,1.0763,0.9965,0.8246,0.5158,0.2571,0.1898,0.0239,0.0139,0.0077,0.0
PSMD14,0.9999,0.8221,0.8868,0.862,0.7714,0.4295,0.3692,0.1598,0.0543,0.0139,0.0
PSMD2,0.9999,0.832,0.8582,0.785,0.8602,0.3997,0.3871,0.1132,0.0611,0.038,0.0
PSMD3,0.9999,0.8728,0.861,0.8039,0.6758,0.3677,0.2927,0.0841,0.0342,0.0162,0.0
PSMD4,0.9999,0.9532,0.9487,0.9299,1.0376,0.5766,0.4709,0.2058,0.0736,0.0563,0.0
PSMD5,0.9999,0.9755,1.0096,0.9518,0.6925,0.3107,0.1348,0.0583,0.0321,0.0175,0.0
PSMD6,0.9999,0.8612,0.8636,0.7788,0.6798,0.3272,0.3172,0.0923,0.0435,0.0369,0.0
PSMD7,0.9999,0.8544,0.9125,0.8045,0.6858,0.2998,0.2689,0.0635,0.0443,0.0258,0.0
PSMD8,0.9999,0.8934,0.882,0.8565,0.8153,0.4753,0.4225,0.1089,0.0526,0.0219,0.0
PSMD9,0.9999,1.0539,1.0027,0.9467,0.7812,0.6366,0.6185,0.5043,0.3203,0.2054,0.0
PSME1,0.9999,1.042,1.0118,1.038,1.0361,0.7046,0.1684,0.0872,0.0495,0.0316,0.0
PSME2,0.9999,0.9691,0.9396,1.0144,0.9879,0.6877,0.1206,0.0867,0.0368,0.0167,0.0
PSME3,0.9999,1.0841,1.0532,0.9753,0.8247,0.8679,0.6166,0.5668,0.7051,0.4819,0.0
PSME4,0.9999,0.8857,0.9024,0.7815,0.6505,0.2453,0.0959,0.0735,0.0436,0.0275,0.0
PSMF1,0.9999,0.7438,0.7566,0.8344,0.9044,0.566,0.4696,0.3029,0.0949,0.0535,0.0
PSMG1,0.9999,0.9699,0.9072,0.8937,0.8375,0.6675,0.4889,0.2376,0.063,0.0203,0.0
PSMG2,0.9999,1.0478,0.9411,0.7793,0.7549,0.7288,0.3415,0.2031,0.1054,0.0738,0.0
PSMG3,0.9999,1.0071,0.9937,0.9815,0.8302,0.7839,0.6966,0.6218,0.5926,0.3817,0.0
PSMG4,0.9999,0.997,1.0127,1.0125,1.0329,0.9725,0.7775,0.6074,0.5474,0.3564,0.0
PSPC1,0.9999,0.9597,0.7923,0.5086,0.2393,0.1148,0.068,0.0576,0.0371,0.0233,0.0
PSPH,0.9999,1.0263,0.9423,0.9686,0.788,0.7251,0.5034,0.4649,0.4572,0.104,0.0
PSTPIP2,0.9999,1.0068,0.8357,0.4215,0.242,0.0446,0.02,0.0182,0.0132,0.008,0.0
PTAR1,0.9999,0.901,0.7914,0.5539,0.5115,0.3586,0.1751,0.0542,0.0323,0.0136,0.0
PTBP1,0.9999,0.9978,0.989,0.7722,0.3897,0.1174,0.0649,0.0486,0.0394,0.0187,0.0
PTBP3,0.9999,0.8823,0.486,0.1437,0.0751,0.0451,0.0297,0.0254,0.0131,0.0041,0.0
PTCD2,0.9999,0.8608,0.7992,0.42,0.0847,0.0663,0.05,0.0294,0.0233,0.0028,0.0
PTCD3,0.9999,0.9234,0.7557,0.6082,0.5533,0.1532,0.1079,0.076,0.0447,0.0299,0.0
PTER,0.9999,1.0516,1.0776,1.111,1.0375,0.8962,0.8086,0.6667,0.4078,0.2155,0.0
PTGES2,0.9999,1.0011,0.9966,1.1339,1.2782,1.3138,0.9112,0.5119,0.1739,0.0358,0.0
PTGES3,0.9999,0.9911,0.9548,0.7629,0.2877,0.096,0.0601,0.0507,0.0291,0.017,0.0
PTK2,0.9999,0.9509,0.9271,0.7991,0.7573,0.544,0.192,0.0531,0.0315,0.0199,0.0
PTK2B,0.9999,0.9671,0.7897,0.3325,0.0662,0.0537,0.0318,0.0306,0.0255,0.0127,0.0
PTK7,0.9999,1.1125,1.0715,0.9885,1.0959,0.8654,0.5916,0.1958,0.081,0.0513,0.0
PTMS,0.9999,1.0325,0.9503,0.8567,0.8431,0.6544,0.5314,0.3448,0.3599,0.1502,0.0
PTP4A2,0.9999,0.781,0.7436,0.812,0.5727,0.5459,0.2309,0.1765,0.0841,0.0506,0.0
PTPN1,0.9999,0.9259,0.8953,0.517,0.0977,0.0476,0.0256,0.0055,0.0175,0.0141,0.0
PTPN11,0.9999,1.0822,1.0999,1.1418,0.9184,0.3601,0.0685,0.0503,0.0302,0.0178,0.0
PTPN12,0.9999,0.9862,1.0193,0.6699,0.1217,0.0363,0.0199,0.0165,0.0115,0.0075,0.0
PTPN2,0.9999,0.9136,0.8897,0.8073,0.1147,0.0462,0.0449,0.0197,0.0149,0.0163,0.0
PTPN23,0.9999,0.9602,0.954,0.6823,0.0826,0.0616,0.0439,0.0368,0.0319,0.0217,0.0
PTPN6,0.9999,0.9036,0.8902,0.322,0.0544,0.1203,0.0402,0.0476,0.0241,0.0139,0.0
PTPN7,0.9999,0.9375,0.8052,0.2748,0.2555,0.1976,0.1258,0.1005,0.0561,0.02,0.0
PTPN9,0.9999,0.7782,0.6969,0.171,0.0,0.0819,0.0,0.0009,0.0,0.0021,0.0
PTPRA,0.9999,0.7013,0.8755,0.6832,0.5173,0.2219,0.1237,0.0904,0.0133,0.0191,0.0
PTPRC,0.9999,1.01,0.9656,0.7631,0.779,0.4879,0.667,0.4877,0.1886,0.0898,0.0
PTRF,0.9999,0.9228,0.8623,0.7188,0.4481,0.1933,0.0896,0.0474,0.0292,0.0122,0.0
PTRHD1,0.9999,1.0234,1.0104,1.1758,1.346,0.8379,1.0629,0.8452,0.2667,0.1593,0.0
PTTG1,0.9999,0.9475,0.8371,0.7989,0.7251,0.5864,0.3729,0.2452,0.1616,0.122,0.0
PUF60,0.9999,0.9039,0.7814,0.6019,0.4006,0.1121,0.054,0.0433,0.0309,0.0143,0.0
PUM1,0.9999,1.0568,0.9036,0.6529,0.2564,0.0966,0.0478,0.0426,0.0329,0.0173,0.0
PURA,0.9999,0.9675,0.9737,0.8385,1.1998,0.7907,0.6698,0.3761,0.1713,0.1198,0.0
PURB,0.9999,0.9675,0.9705,0.6241,0.5744,0.2483,0.2107,0.15,0.0634,0.0227,0.0
PUS1,0.9999,0.9045,0.6496,0.1694,0.1469,0.0954,0.0745,0.0623,0.0371,0.023,0.0
PUS10,0.9999,0.915,0.8835,0.7118,0.387,0.1244,0.0814,0.0756,0.0403,0.035,0.0
PUS3,0.9999,1.0286,1.0846,1.0505,0.9232,0.5902,0.0832,0.0631,0.0453,0.0286,0.0
PUS7,0.9999,0.9641,0.891,0.793,0.662,0.3751,0.1458,0.0893,0.0521,0.0316,0.0
PUS7L,0.9999,0.9736,0.9575,0.8546,0.585,0.2598,0.0979,0.0564,0.061,0.0201,0.0
PVR,0.9999,1.0213,0.8578,0.6565,0.7063,0.5143,0.4123,0.2402,0.1908,0.1133,0.0
PVRL2,0.9999,0.9801,0.9038,0.7964,0.9368,0.404,0.9463,0.7909,0.272,0.1402,0.0
PWP1,0.9999,0.9458,0.9438,1.0589,0.7863,0.465,0.2274,0.1401,0.1377,0.1176,0.0
PWP2,0.9999,1.0817,1.3987,1.6358,1.1904,0.2896,0.1461,0.1001,0.0446,0.0186,0.0
PXK,0.9999,0.9252,0.8727,0.786,0.4655,0.1184,0.072,0.0759,0.0469,0.0026,0.0
PXN,0.9999,0.9791,0.9792,0.9467,0.9131,0.7082,0.6269,0.4365,0.2449,0.1891,0.0
PYCARD,0.9999,0.9524,1.0833,1.1012,0.9341,0.6047,0.2944,0.1676,0.0936,0.0668,0.0
PYCR1,0.9999,1.192,1.1982,1.1217,1.3298,1.1428,0.8763,0.5165,0.1917,0.0503,0.0
PYCR2,0.9999,1.0908,1.1466,1.1911,1.4639,1.3174,1.0834,0.7471,0.2398,0.0439,0.0
PYCRL,0.9999,0.9776,0.947,0.9035,0.8767,0.7452,0.6261,0.5506,0.3966,0.1603,0.0
PYGB,0.9999,0.7841,0.7444,0.7105,0.8456,0.8372,0.9773,0.3608,0.084,0.0743,0.0
PYGL,0.9999,0.9422,0.7346,0.9213,1.2218,2.0634,3.0604,1.9728,0.334,0.026,0.0
PYGO2,0.9999,1.0023,0.831,0.4698,0.3367,0.1963,0.0895,0.0613,0.0241,0.0616,0.0
PYROXD1,0.9999,0.7403,0.5938,0.4286,0.1457,0.0211,0.0187,0.0357,0.026,0.0115,0.0
QARS,0.9999,0.8633,0.7222,0.3321,0.1128,0.0697,0.0596,0.049,0.0237,0.0133,0.0
QDPR,0.9999,0.8984,0.8788,0.993,1.0025,0.7671,1.0075,0.8592,0.0354,0.0204,0.0
QKI,0.9999,0.9133,0.7775,0.4766,0.2022,0.0853,0.0479,0.0416,0.0278,0.0196,0.0
QPRT,0.9999,1.0532,1.0583,1.0432,1.0629,0.9978,0.8824,0.8173,0.6933,0.6982,0.0
QRICH1,0.9999,0.8873,0.7008,0.3172,0.0316,0.025,0.0172,0.0098,0.0142,0.0117,0.0
QRSL1,0.9999,1.0826,1.1109,0.5488,0.13,0.0792,0.065,0.0436,0.0301,0.0139,0.0
QSOX1,0.9999,0.9383,1.1698,1.0493,1.1248,0.5621,0.8832,0.8157,0.5172,0.2826,0.0
QTRT1,0.9999,1.0564,1.1052,1.1149,1.0034,0.845,0.5665,0.3661,0.1596,0.1639,0.0
QTRTD1,0.9999,1.0375,1.0499,1.1068,1.0553,0.8509,0.6344,0.4753,0.2001,0.2404,0.0
R3HCC1,0.9999,0.8843,0.8348,0.5829,0.3148,0.1373,0.0923,0.0502,0.0424,0.0204,0.0
RAB10,0.9999,0.9776,0.9989,1.0495,0.8197,0.6107,0.2643,0.0694,0.0351,0.0266,0.0
RAB11FIP1,0.9999,1.4016,1.1623,1.0866,0.4906,0.3997,0.0669,0.0415,0.0663,0.0248,0.0
RAB12,0.9999,0.9476,0.9675,0.9826,0.8622,0.639,0.3399,0.1066,0.035,0.0132,0.0
RAB13,0.9999,1.0176,1.0042,0.9722,0.7056,0.5148,0.1266,0.0516,0.0347,0.0177,0.0
RAB14,0.9999,0.9088,0.9119,0.9294,0.9509,0.6311,0.4601,0.236,0.1152,0.0446,0.0
RAB18,0.9999,1.0855,0.9179,0.8485,0.9427,0.5319,0.349,0.1974,0.0841,0.0423,0.0
RAB1A,0.9999,1.0105,0.9838,0.9488,0.8682,0.6207,0.3203,0.1465,0.0928,0.0411,0.0
RAB1B,0.9999,0.9834,0.9937,1.0433,1.0607,0.7684,0.3964,0.1246,0.0732,0.0516,0.0
RAB23,0.9999,1.0086,1.0096,0.9854,0.902,0.742,0.2912,0.096,0.0433,0.0331,0.0
RAB24,0.9999,0.9397,0.9135,0.8077,0.6307,0.3868,0.1943,0.1124,0.0804,0.0466,0.0
RAB27A,0.9999,0.9314,0.9516,0.9241,0.8931,0.5754,0.5278,0.2269,0.0691,0.0369,0.0
RAB2A,0.9999,0.9714,0.9476,0.9697,0.9644,0.7713,0.6656,0.5737,0.4006,0.0543,0.0
RAB35,0.9999,0.9676,1.1042,1.0594,0.7797,0.8286,0.223,0.0879,0.0646,0.0075,0.0
RAB3D,0.9999,0.8927,0.9703,1.2436,1.0302,0.9259,1.2226,1.0055,0.4967,0.2684,0.0
RAB3GAP1,0.9999,1.0165,0.8406,0.3663,0.1686,0.149,0.0811,0.0606,0.0404,0.0228,0.0
RAB3GAP2,0.9999,0.8289,0.8037,0.2932,0.0761,0.0574,0.0498,0.0381,0.0276,0.0186,0.0
RAB3IL1,0.9999,1.0195,1.0389,0.8651,0.6788,0.3598,0.1062,0.0696,0.0346,0.0334,0.0
RAB4A,0.9999,0.9872,1.0288,1.0521,1.0121,0.8183,0.5656,0.2189,0.1212,0.0179,0.0
RAB4B,0.9999,0.9681,0.9746,1.0027,0.8868,0.6586,0.3038,0.1456,0.1007,0.0163,0.0
